iter	Logloss
167	0.2293328862
168	0.2292534972
169	0.2291887191
170	0.2291366468
171	0.229125595
172	0.2290039677
173	0.2288567974
174	0.2288550225
175	0.2288490741
176	0.2287978917
177	0.2287594791
178	0.2287316938
179	0.2286635776
180	0.2286571873
181	0.2286096691
182	0.2285215286
183	0.228444964
184	0.228321146
185	0.2282551381
186	0.228180345
187	0.2281538756
188	0.2280961153
189	0.2279972244
190	0.2279410059
191	0.2278947422
192	0.2278207335
193	0.2278041127
194	0.227727286
195	0.2276785656
196	0.2275863693
197	0.2275275629
198	0.2275052699
199	0.2274855153
200	0.2273366496
201	0.2272987993
202	0.2271894525
203	0.227139075
204	0.2270341871
205	0.2270189258
206	0.2269159532
207	0.2268635096
208	0.2268381506
209	0.226710678
210	0.2266383989
211	0.2265818128
212	0.2265419225
213	0.2264966937
214	0.2264353187
215	0.2264339737
216	0.2262907166
217	0.2262337256
218	0.2261421651
219	0.2260301271
220	0.2259791095
221	0.2259710142
222	0.2259661962
223	0.2259236473
224	0.2258162784
225	0.2257796181
226	0.225659965
227	0.2255431297
228	0.2254155104
229	0.2253781584
230	0.2253386987
231	0.2252407142
232	0.2252161279
233	0.2251884206
234	0.2250827692
235	0.2250725951
236	0.2250604357
237	0.2250079479
238	0.2249167349
239	0.224815258
240	0.224716843
241	0.2246300081
242	0.2245425161
243	0.2244637624
244	0.2243439412
245	0.2242848385
246	0.2242144138
247	0.2241704768
248	0.2240709773
249	0.2240650505
250	0.2240043517
251	0.2238766797
252	0.2238043548
253	0.2236604132
254	0.223545625
255	0.223386947
256	0.2233209583
257	0.2232355524
258	0.2231875654
259	0.2230893986
260	0.2229702898
261	0.222853698
262	0.2227038154
263	0.2226397088
264	0.2225620705
265	0.2225029447
266	0.2223794327
267	0.2222661026
268	0.2222304306
269	0.2222204515
270	0.2221805836
271	0.2221231572
272	0.2220691783
273	0.2219887531
274	0.2218831985
275	0.2217434666
276	0.2216855288
277	0.2215976058
278	0.2214979728
279	0.2212952649
280	0.2211135885
281	0.2210087109
282	0.2209822112
283	0.2209181325
284	0.2208568034
285	0.2206453487
286	0.2205654314
287	0.2205633667
288	0.2204575129
289	0.2204010579
290	0.2203615455
291	0.2202651911
292	0.220101943
293	0.2200003245
294	0.2199705078
295	0.2199692725
296	0.2198968937
297	0.2198353421
298	0.2198166296
299	0.2197106923
300	0.2196038942
301	0.2194770678
302	0.2192964139
303	0.2192361129
304	0.2191637071
305	0.2191070199
306	0.2190421473
307	0.2190096214
308	0.2189690945
309	0.2189616863
310	0.218932251
311	0.2188484774
312	0.2187027838
313	0.218652629
314	0.2185032187
315	0.2184819048
316	0.2184107465
317	0.218244362
318	0.2180921245
319	0.2180298293
320	0.2179754777
321	0.2178398062
322	0.2177313626
323	0.2176860138
324	0.2175904067
325	0.2174300967
326	0.2173205473
327	0.217282202
328	0.2172102914
329	0.2170814893
330	0.2170135598
331	0.2169232938
332	0.2168264408
333	0.2166821821
334	0.2165569957
335	0.2164543975
336	0.2163777596
337	0.2162621134
338	0.2161427068
339	0.2160485055
340	0.2159684697
341	0.2159372748
342	0.2159305335
343	0.2159121568
344	0.2158714975
345	0.2158231895
346	0.2156488807
347	0.2156357869
348	0.2155167886
349	0.2153626595
350	0.2153393131
351	0.2152448423
352	0.2151182261
353	0.2150846543
354	0.2150084743
355	0.214940711
356	0.2149285847
357	0.2148280507
358	0.2147243554
359	0.2146086197
360	0.2144579597
361	0.2144323558
362	0.2144096074
363	0.2143359663
364	0.2142528007
365	0.2141227616
366	0.2140458954
367	0.2139105823
368	0.2139093623
369	0.2138644449
370	0.2137404941
371	0.2136398958
372	0.2135490042
373	0.2135464851
374	0.2134602076
375	0.2134510797
376	0.2133691599
377	0.213324436
378	0.2132903395
379	0.2131766411
380	0.2130918171
381	0.213084125
382	0.2130538542
383	0.2129509745
384	0.2128065514
385	0.2127106326
386	0.212622681
387	0.2125255387
388	0.2124519891
389	0.2123320961
390	0.2123181302
391	0.2121777765
392	0.212129596
393	0.212092739
394	0.2119920984
395	0.2119678803
396	0.2119478038
397	0.2118772011
398	0.211766043
399	0.211758562
400	0.2116206179
401	0.21151284
402	0.2114257902
403	0.2113366602
404	0.2113107026
405	0.2112422538
406	0.2111571271
407	0.2110940302
408	0.210993146
409	0.2109750412
410	0.2108577778
411	0.2107000075
412	0.2106160216
413	0.2106155502
414	0.2105827047
415	0.2104860336
416	0.2104122654
417	0.210295945
418	0.2102020905
419	0.2101230955
420	0.2100418046
421	0.2099329142
422	0.209787537
423	0.20970199
424	0.2095821994
425	0.2094878145
426	0.2093817729
427	0.209346264
428	0.209261159
429	0.2091444886
430	0.2090417926
431	0.2089828726
432	0.2089435303
433	0.208815084
434	0.2086673355
435	0.2085730999
436	0.2085683437
437	0.2085410509
438	0.2084762314
439	0.2084114599
440	0.2083113007
441	0.2082077994
442	0.2081324309
443	0.2080555222
444	0.2079874694
445	0.2079566626
446	0.2078765138
447	0.2078693544
448	0.2078444772
449	0.2077148356
450	0.2076602443
451	0.2075740478
452	0.2074118903
453	0.2073359906
454	0.207253179
455	0.2071882025
456	0.2071227877
457	0.2070521903
458	0.2070370626
459	0.2069759945
460	0.2069385093
461	0.206810025
462	0.2067480703
463	0.20667837
464	0.206600501
465	0.20652335
466	0.2064364246
467	0.2063145823
468	0.2062341696
469	0.206221422
470	0.2061999218
471	0.2061517399
472	0.2060556663
473	0.2059735702
474	0.2059147817
475	0.2058444076
476	0.2057661304
477	0.2057395043
478	0.2056726141
479	0.2055597738
480	0.2054912024
481	0.2054622193
482	0.2053784726
483	0.205351851
484	0.2052744036
485	0.2052085579
486	0.2050778387
487	0.2049660031
488	0.2049166585
489	0.2048245324
490	0.2047517192
491	0.204741981
492	0.2046764281
493	0.204610222
494	0.2045081379
495	0.2044454259
496	0.2043454436
497	0.2042742184
498	0.2041990655
499	0.2041375787
500	0.204083614
501	0.203945989
502	0.2038480989
503	0.2038463204
504	0.2038272803
505	0.203747021
506	0.2036959969
507	0.203605385
508	0.2035822297
509	0.203541259
510	0.203406064
511	0.2032969779
512	0.2032175793
513	0.2032062845
514	0.2030969096
515	0.2030665161
516	0.20302365
517	0.2029229258
518	0.2028455017
519	0.2027546926
520	0.2026726041
521	0.2025832815
522	0.202484962
523	0.2024781945
524	0.202406176
525	0.2023864855
526	0.2023027201
527	0.2022240812
528	0.2021181145
529	0.2020251601
530	0.2020002153
531	0.2019463745
532	0.201895404
533	0.2017658013
534	0.2017122323
535	0.2016078211
536	0.2015431944
537	0.2014500257
538	0.2013597628
539	0.2012448297
540	0.2011443286
541	0.201044616
542	0.2009655829
543	0.2008029904
544	0.2007363389
545	0.2006451641
546	0.200618883
547	0.2005250889
548	0.200407109
549	0.2003255845
550	0.2002646986
551	0.2002442598
552	0.2001583226
553	0.2000727476
554	0.2000222126
555	0.199957099
556	0.1998661333
557	0.1997134114
558	0.1996243419
559	0.1996165191
560	0.1995424719
561	0.1994533311
562	0.1994365878
563	0.1993449653
564	0.1992873248
565	0.1991899389
566	0.1990754763
567	0.1990044437
568	0.1989698371
569	0.198894432
570	0.1988374315
571	0.1987958971
572	0.1986452008
573	0.1985057102
574	0.1984518299
575	0.1983753489
576	0.1982986889
577	0.1982496771
578	0.1981886159
579	0.1981645174
580	0.1980909467
581	0.1980896632
582	0.1980381343
583	0.1979901987
584	0.1979325374
585	0.1978031803
586	0.1976898917
587	0.1976475056
588	0.1975524349
589	0.1974473531
590	0.197361625
591	0.1972941652
592	0.1972386555
593	0.1971201782
594	0.196996365
595	0.1968813756
596	0.196846522
597	0.1967891553
598	0.1967279361
599	0.196685097
600	0.1966214952
601	0.1965142268
602	0.1965021743
603	0.196439471
604	0.1963399441
605	0.1962794346
606	0.196264192
607	0.1961841436
608	0.1961065353
609	0.1960576569
610	0.1959794457
611	0.1959264404
612	0.1958948957
613	0.1958122504
614	0.1957408238
615	0.1957267598
616	0.1956554971
617	0.1955460564
618	0.1954680239
619	0.1953757826
620	0.1952632637
621	0.1951811713
622	0.1951203722
623	0.1950397592
624	0.1950067815
625	0.1949479847
626	0.1948826432
627	0.1948270877
628	0.1947938464
629	0.1947212084
630	0.1946467819
631	0.1946394522
632	0.194582529
633	0.19449804
634	0.1944033057
635	0.1943245319
636	0.1943243482
637	0.1942871857
638	0.194197248
639	0.1941190626
640	0.1940443982
641	0.1939406104
642	0.1938816863
643	0.1938287726
644	0.1937395317
645	0.1937189263
646	0.1935851089
647	0.1934985218
648	0.1934707056
649	0.1934244352
650	0.193397758
651	0.1933711215
652	0.1932772679
653	0.1932354143
654	0.1931363237
655	0.193038924
656	0.1929596177
657	0.1928620053
658	0.1927690705
659	0.1926886119
660	0.1926258851
661	0.1925482988
662	0.1924629767
663	0.1924249517
664	0.1923251303
665	0.1922788211
666	0.1922290517
667	0.1921590424
668	0.1920972385
669	0.1920540046
670	0.1919603116
671	0.1919212473
672	0.1918782205
673	0.1918074302
674	0.1917388428
675	0.1916771513
676	0.1916152094
677	0.1915447664
678	0.1914932568
679	0.1914441313
680	0.1913781879
681	0.1913244207
682	0.191240005
683	0.1911736044
684	0.1911224229
685	0.1910182133
686	0.1909714819
687	0.1909355699
688	0.1908579667
689	0.1908064955
690	0.1907836991
691	0.1907467501
692	0.1906921572
693	0.1906418711
694	0.1905907262
695	0.1905556959
696	0.1905057441
697	0.1904258573
698	0.1903717345
699	0.1903238106
700	0.1902575159
701	0.1902121581
702	0.1901510279
703	0.1900537735
704	0.1899849052
705	0.189953262
706	0.1898803867
707	0.1898278427
708	0.1898137316
709	0.1897436475
710	0.1897127356
711	0.1896563393
712	0.1895494298
713	0.1895225714
714	0.1894840519
715	0.1894458025
716	0.1894179565
717	0.1893695987
718	0.1893418153
719	0.1893128072
720	0.1892732932
721	0.1892276576
722	0.18919973
723	0.1891033166
724	0.1890608469
725	0.1890024104
726	0.1889643128
727	0.1889125062
728	0.188900706
729	0.1888760908
730	0.1888518739
731	0.1888257796
732	0.1887143234
733	0.1886898579
734	0.1886611187
735	0.1886501149
736	0.1885890906
737	0.1885247349
738	0.1884596465
739	0.1884158074
740	0.1883112305
741	0.1882532646
742	0.1881720526
743	0.1880774082
744	0.1880277496
745	0.1879457331
746	0.1879042388
747	0.187807671
748	0.1877660582
749	0.1877497072
750	0.1876908126
751	0.1876326534
752	0.1875582182
753	0.1875012483
754	0.1874817605
755	0.1874403702
756	0.1873557283
757	0.1872623812
758	0.187160853
759	0.1870828569
760	0.1870269923
761	0.1869863852
762	0.1869365198
763	0.186894247
764	0.186824571
765	0.1867607744
766	0.1866651715
767	0.1866288309
768	0.186553429
769	0.1865236366
770	0.1864684745
771	0.1864356237
772	0.1864204209
773	0.1863586936
774	0.1863583153
775	0.1863115835
776	0.1862276691
777	0.1861681081
778	0.1861256095
779	0.1860679254
780	0.1860198608
781	0.1859746729
782	0.1859213891
783	0.1858262607
784	0.1857713765
785	0.1856853698
786	0.185594853
787	0.1855802029
788	0.1855315818
789	0.1854460152
790	0.1853817905
791	0.1853193791
792	0.1852649526
793	0.1852431371
794	0.1851670741
795	0.1851619981
796	0.1851118343
797	0.1850488247
798	0.1850269874
799	0.1849640746
800	0.1848476016
801	0.1847847592
802	0.1847217389
803	0.1846815238
804	0.1846139711
805	0.1845277588
806	0.184507327
807	0.1844208474
808	0.1843723958
809	0.1843170157
810	0.1842195964
811	0.1841889193
812	0.1841251751
813	0.1840583188
814	0.1839893811
815	0.1839375953
816	0.1838692419
817	0.1837577113
818	0.1836862676
819	0.1836543074
820	0.1835650917
821	0.1835051901
822	0.1834304565
823	0.1833944826
824	0.1833188398
825	0.1832642096
826	0.1832197446
827	0.1831318017
828	0.1830784208
829	0.1829832934
830	0.1829235573
831	0.1828166435
832	0.1827662678
833	0.1827498671
834	0.1826814924
835	0.1825819164
836	0.1825100562
837	0.182444794
838	0.1823698883
839	0.182311854
840	0.1822668772
841	0.1821751265
842	0.182099983
843	0.1820437272
844	0.1819966738
845	0.1819636488
846	0.1818981632
847	0.1818212104
848	0.1817290896
849	0.1816513535
850	0.1815918679
851	0.1815489736
852	0.181475533
853	0.1814045857
854	0.1813762765
855	0.1813611591
856	0.1813042777
857	0.181240218
858	0.1811698497
859	0.1811379698
860	0.1810650487
861	0.1809980174
862	0.1809793211
863	0.1809279564
864	0.180898687
865	0.1808738058
866	0.1808107368
867	0.1807500937
868	0.1806980118
869	0.1806105451
870	0.1805539044
871	0.1804370936
872	0.1804077417
873	0.1803739257
874	0.1803236707
875	0.1803049796
876	0.1802426166
877	0.1801738808
878	0.1801133944
879	0.1799962161
880	0.1799429429
881	0.1798747043
882	0.1798531254
883	0.1797915172
884	0.1796868386
885	0.1796515742
886	0.1796168155
887	0.1795519085
888	0.1794980178
889	0.1794077496
890	0.1793270974
891	0.179320261
892	0.1793048507
893	0.1791985043
894	0.1791329733
895	0.1791089265
896	0.1790383098
897	0.1790241005
898	0.1789938024
899	0.1789134777
900	0.1788719827
901	0.1788205631
902	0.1787394804
903	0.1786435496
904	0.1785957292
905	0.1785508945
906	0.1785125386
907	0.1784171766
908	0.1783797592
909	0.1783328563
910	0.1782779204
911	0.1782361795
912	0.1782219184
913	0.1781486284
914	0.1780560369
915	0.1780009655
916	0.1779623266
917	0.1778956822
918	0.1778394369
919	0.1777661931
920	0.177683767
921	0.1776173969
922	0.1776008366
923	0.1775756178
924	0.1775545078
925	0.1774931577
926	0.1774533559
927	0.1774325168
928	0.1773588323
929	0.1773114807
930	0.1772690737
931	0.1772400269
932	0.177176309
933	0.1770945175
934	0.1770580119
935	0.1770157771
936	0.1769188388
937	0.1768775349
938	0.1768463179
939	0.1767662693
940	0.1767132202
941	0.1766930382
942	0.1766274676
943	0.1765547062
944	0.1764395206
945	0.1764115252
946	0.1763668919
947	0.1763183377
948	0.1761991597
949	0.1760935763
950	0.1760256911
951	0.1759753255
952	0.1759215109
953	0.1758959447
954	0.1758348287
955	0.1757844615
956	0.175765188
957	0.1756828105
958	0.1756276524
959	0.1755703922
960	0.1754852001
961	0.1754185158
962	0.1753704932
963	0.1753177975
964	0.1752397833
965	0.1751797939
966	0.1751316112
967	0.1750964597
968	0.1750539554
969	0.1749669196
970	0.1749092665
971	0.1748144791
972	0.1747934545
973	0.1747210019
974	0.1746694521
975	0.1746230547
976	0.1745798285
977	0.1745390434
978	0.1744552863
979	0.1744281449
980	0.1744126121
981	0.1744093233
982	0.1743797735
983	0.174295437
984	0.1742429836
985	0.1741760037
986	0.1741574437
987	0.1740811884
988	0.1740445679
989	0.1739796382
990	0.1739737606
991	0.1738697735
992	0.1738046982
993	0.1737919214
994	0.1737257989
995	0.173640148
996	0.1735700902
997	0.17354356
998	0.1734835345
999	0.1734349375
